nazwa;typ;gmina;powiat;woj;teryt
Zabierzewo;wieś;Przybiernów;goleniowski;zachodniopomorskie;781782
Zabierzów;wieś;Zabierzów;krakowski;małopolskie;344024
Zabierzów;wieś;Walce;krapkowicki;opolskie;504692
Zabierzów Bocheński;wieś;Niepołomice;wielicki;małopolskie;329303
Zabieżki;wieś;Celestynów;otwocki;mazowieckie;1092
Zabijak;wieś;Koziegłowy;myszkowski;śląskie;136389
Zabłędza;wieś;Tuchów;tarnowski;małopolskie;834580
Zabłocie;wieś;Nowogrodziec;bolesławiecki;dolnośląskie;191595
Zabłocie;wieś;Żukowice;głogowski;dolnośląskie;368958
Zabłocie;wieś;Bystrzyca Kłodzka;kłodzki;dolnośląskie;851726
Zabłocie;wieś;Kcynia;nakielski;kujawsko-pomorskie;88437
Zabłocie;wieś;Czernikowo;toruński;kujawsko-pomorskie;861794
Zabłocie;wieś;Biała Podlaska;bialski;lubelskie;11110
Zabłocie;wieś;Kodeń;bialski;lubelskie;14054
Zabłocie;wieś;Turobin;biłgorajski;lubelskie;903222
Zabłocie;wieś;Wysokie;lubelski;lubelskie;905652
Zabłocie;wieś;Markuszów;puławski;lubelskie;385750
Zabłocie;wieś;Jasień;żarski;lubuskie;909963
Zabłocie;wieś;Widawa;łaski;łódzkie;717790
Zabłocie;wieś;Sadkowice;rawski;łódzkie;737462
Zabłocie;wieś;Biała;wieluński;łódzkie;697691
Zabłocie;wieś;Biskupice;wielicki;małopolskie;315471
Zabłocie;wieś;Serock;legionowski;mazowieckie;8444
Zabłocie;wieś;Wolanów;radomski;mazowieckie;641851
Zabłocie;wieś;Wiśniew;siedlecki;mazowieckie;694669
Zabłocie;wieś;Nurzec-Stacja;siemiatycki;podlaskie;38043
Zabłocie;wieś;Strumień;cieszyński;śląskie;68251
Zabłocie;wieś;Zagnańsk;kielecki;świętokrzyskie;280152
Zabłocie;wieś;Grzegorzew;kolski;wielkopolskie;285333
Zabłocie Kanigowskie;wieś;Janowiec Kościelny;nidzicki;warmińsko-mazurskie;476286
Zabłocie Kozłowskie;wieś;Kozłowo;nidzicki;warmińsko-mazurskie;479540
Zabłocie-Kolonia;wieś;Kodeń;bialski;lubelskie;14083
Zabłotce;wieś;Radymno;jarosławski;podkarpackie;610030
Zabłotce;wieś;Sanok;sanocki;podkarpackie;359818
Zabłotczyzna;wieś;Narewka;hajnowski;podlaskie;37397
Zabłotnia;wieś;Grodzisk Mazowiecki;grodziski;mazowieckie;2602
Zabłoto;wieś;Kostomłoty;średzki;dolnośląskie;876270
Zabłoty;wieś;Zelów;bełchatowski;łódzkie;557501
Zabłudów;miasto;Zabłudów;białostocki;podlaskie;923578
Zaborce;wieś;Trzeszczany;hrubieszowski;lubelskie;902984
Zaborcze;wieś;Przecław;mielecki;podkarpackie;659093
Zaboreczno;wieś;Krynice;tomaszowski;lubelskie;892079
Zabornia;wieś;Głogów;głogowski;dolnośląskie;363910
Zaborowice;wieś;Mniów;kielecki;świętokrzyskie;253675
Zaborowice;wieś;Bojanowo;rawicki;wielkopolskie;369248
Zaborowie;wieś;Orońsko;szydłowiecki;mazowieckie;630451
Zaborowo;wieś;Górzno;brodnicki;kujawsko-pomorskie;843715
Zaborowo;wieś;Kruszwica;inowrocławski;kujawsko-pomorskie;90061
Zaborowo;wieś;Naruszewo;płoński;mazowieckie;119758
Zaborowo;wieś;Grajewo;grajewski;podlaskie;397888
Zaborowo;wieś;Stawiski;kolneński;podlaskie;406720
Zaborowo;wieś;Kalinowo;ełcki;warmińsko-mazurskie;760099
Zaborowo;wieś;Janowiec Kościelny;nidzicki;warmińsko-mazurskie;476292
Zaborowo;wieś;Kozłowo;nidzicki;warmińsko-mazurskie;479557
Zaborowo;wieś;Purda;olsztyński;warmińsko-mazurskie;486557
Zaborowo;wieś;Wierzbinek;koniński;wielkopolskie;299915
Zaborowo;wieś;Jutrosin;rawicki;wielkopolskie;371185
Zaborowo;wieś;Książ Wielkopolski;śremski;wielkopolskie;587494
Zaborów;wieś;Ścinawa;lubiński;dolnośląskie;367781
Zaborów;wieś;Grabica;piotrkowski;łódzkie;540877
Zaborów;wieś;Uniejów;poddębicki;łódzkie;299016
Zaborów;wieś;Zadzim;poddębicki;łódzkie;720154
Zaborów;wieś;Szczurowa;brzeski;małopolskie;832195
Zaborów;wieś;Belsk Duży;grójecki;mazowieckie;614446
Zaborów;wieś;Leszno;warszawski zachodni;mazowieckie;4676
Zaborów;wieś;Czudec;strzyżowski;podkarpackie;648899
Zaborów Drugi;wieś;Tomaszów Mazowiecki;tomaszowski;łódzkie;553816
Zaborów Nowy;wieś;Gostynin;gostyniński;mazowieckie;564694
Zaborów Pierwszy;wieś;Tomaszów Mazowiecki;tomaszowski;łódzkie;553822
Zaborów Stary;wieś;Gostynin;gostyniński;mazowieckie;564932
Zaborówek;wieś;Belsk Duży;grójecki;mazowieckie;614452
Zaborówek;wieś;Leszno;warszawski zachodni;mazowieckie;4699
Zaborówiec;wieś;Wijewo;leszczyński;wielkopolskie;377609
Zaborsko;wieś;Warnice;pyrzycki;zachodniopomorskie;784964
Zaboryszki;wieś;Szypliszki;suwalski;podlaskie;770548
Zaborze;wieś;Karczmiska;opolski;lubelskie;382987
Zaborze;wieś;Sadkowice;rawski;łódzkie;737479
Zaborze;wieś;Słomniki;krakowski;małopolskie;336591
Zaborze;wieś;Oświęcim;oświęcimski;małopolskie;64164
Zaborze;wieś;Platerów;łosicki;mazowieckie;17638
Zaborze;wieś;Nasielsk;nowodworski;mazowieckie;120678
Zaborze;wieś;Pokrzywnica;pułtuski;mazowieckie;122980
Zaborze;wieś;Chybie;cieszyński;śląskie;50950
Zaborze;wieś;Żarki;myszkowski;śląskie;147690
Zaborze;wieś;Stopnica;buski;świętokrzyskie;273175
Zaborze;wieś;Morawica;kielecki;świętokrzyskie;254500
Zaborze;wieś;Gryfino;gryfiński;zachodniopomorskie;776580
Zaborze;wieś;Połczyn-Zdrój;świdwiński;zachodniopomorskie;309789
Zaborze Krzeczanowskie;wieś;Siemiątkowo;żuromiński;mazowieckie;125664
Zabostów Duży;wieś;Łowicz;łowicki;łódzkie;730566
Zabostów Mały;wieś;Łowicz;łowicki;łódzkie;730572
Zabór;wieś;Zabór;zielonogórski;lubuskie;916880
Zabór Wielki;wieś;Miękinia;średzki;dolnośląskie;877559
Zabraniec;wieś;Poświętne;wołomiński;mazowieckie;684369
Zabratówka;wieś;Chmielnik;rzeszowski;podkarpackie;646570
Zabrnie;wieś;Szczucin;dąbrowski;małopolskie;831267
Zabrnie;wieś;Wadowice Górne;mielecki;podkarpackie;835354
Zabrnie Górne;wieś;Grębów;tarnobrzeski;podkarpackie;792923
Zabrody;wieś;Krasocin;włoszczowski;świętokrzyskie;246250
Zabrodzie;wieś;Kąty Wrocławskie;wrocławski;dolnośląskie;875282
Zabrodzie;wieś;Łuków;łukowski;lubelskie;680029
Zabrodzie;wieś;Urszulin;włodawski;lubelskie;109168
Zabrodzie;wieś;Gidle;radomszczański;łódzkie;131765
Zabrodzie;wieś;Olszewo-Borki;ostrołęcki;mazowieckie;516130
Zabrodzie;wieś;Zabrodzie;wyszkowski;mazowieckie;523689
Zabrodzie;wieś;Korycin;sokólski;podlaskie;32514
Zabrodzie;wieś;Żarnowiec;zawierciański;śląskie;226193
Zabrodzie;wieś;Kluczewsko;włoszczowski;świętokrzyskie;542340
Zabrodzie;wieś;Biskupiec;olsztyński;warmińsko-mazurskie;471952
Zabrodzie;wieś;Szydłowo;pilski;wielkopolskie;530086
Zabrost Wielki;wieś;Budry;węgorzewski;warmińsko-mazurskie;755655
Zabruzdy;wieś;Miastków Kościelny;garwoliński;mazowieckie;681030
Zabruzdy-Kolonia;wieś;Miastków Kościelny;garwoliński;mazowieckie;681069
Zabrze;miasto;Zabrze;Zabrze;śląskie;945380
Zabrzeg;wieś;Czechowice-Dziedzice;bielski;śląskie;213859
Zabrzezie;wieś;Rząśnia;pajęczański;łódzkie;551310
Zabrzeż;wieś;Łącko;nowosądecki;małopolskie;446925
Zaburze;wieś;Żółkiewka;krasnostawski;lubelskie;907480
Zaburze;wieś;Radecznica;zamojski;lubelskie;897450
Zabuże;wieś;Sarnaki;łosicki;mazowieckie;19123
Zabytów;wieś;Skierbieszów;zamojski;lubelskie;898975
Zacharz;wieś;Będków;tomaszowski;łódzkie;536344
Zacharzew;wieś;Ostrów Wielkopolski;ostrowski;wielkopolskie;206090
Zacharzowice;wieś;Wielowieś;gliwicki;śląskie;223639
Zacharzów;wieś;Radzanów;białobrzeski;mazowieckie;635129
Zacharzyce;wieś;Siechnice;wrocławski;dolnośląskie;881242
Zacharzyn;wieś;Chodzież;chodzieski;wielkopolskie;524803
Zachełmie;wieś;Podgórzyn;jeleniogórski;dolnośląskie;192169
Zachełmie;wieś;Zagnańsk;kielecki;świętokrzyskie;280169
Zachełmna;wieś;Budzów;suski;małopolskie;50506
Zachmiel;wieś;Stromiec;białobrzeski;mazowieckie;638903
Zachodzko;wieś;Miedzichowo;nowotomyski;wielkopolskie;183319
Zachoinie;wieś;Lipnik;opatowski;świętokrzyskie;797636
Zachorzów;wieś;Sławno;opoczyński;łódzkie;552165
Zachorzów-Kolonia;wieś;Sławno;opoczyński;łódzkie;552202
Zachowice;wieś;Kąty Wrocławskie;wrocławski;dolnośląskie;875299
Zachwiejów;wieś;Padew Narodowa;mielecki;podkarpackie;803495
Zachybie;wieś;Mniów;kielecki;świętokrzyskie;253540
Zacieczki;wieś;Szczuczyn;grajewski;podlaskie;407090
Zacisze;wieś;Leśna;lubański;dolnośląskie;190271
Zacisze;wieś;Biała Podlaska;bialski;lubelskie;11133
Zacisze;wieś;Wartkowice;poddębicki;łódzkie;716916
Zacisze;wieś;Zabłudów;białostocki;podlaskie;44948
Zacisze;wieś;Gryfice;gryficki;zachodniopomorskie;776150
Zacywilki;wieś;Rogów;brzeziński;łódzkie;736474
Zaczarnie;wieś;Lisia Góra;tarnowski;małopolskie;822848
Zaczerlany;wieś;Choroszcz;białostocki;podlaskie;25320
Zaczernie;wieś;Trzebownisko;rzeszowski;podkarpackie;664800
Zaczopki;wieś;Rokitno;bialski;lubelskie;18483
Zadąbrowie;wieś;Głowaczów;kozienicki;mazowieckie;619550
Zadąbrowie;wieś;Orły;przemyski;podkarpackie;607713
Zadąbrowie-Rudunek;wieś;Warta;sieradzki;łódzkie;716158
Zadąbrowie-Wiatraczyska;wieś;Warta;sieradzki;łódzkie;716170
Zadeklino;wieś;Kozielice;pyrzycki;zachodniopomorskie;778076
Zadębce;wieś;Trzeszczany;hrubieszowski;lubelskie;902990
Zadębie;wieś;Bychawa;lubelski;lubelskie;379732
Zadębie;wieś;Dębowa Kłoda;parczewski;lubelskie;11570
Zadębie;wieś;Chynów;grójecki;mazowieckie;616965
Zadębie;wieś;Prażmów;piaseczyński;mazowieckie;7516
Zadębieniec;wieś;Brąszewice;sieradzki;łódzkie;699655
Zadnoga;wieś;Krynice;tomaszowski;lubelskie;892085
Zadobrze;wieś;Pionki;radomski;mazowieckie;631226
Zadobrze;wieś;Ciechanowiec;wysokomazowiecki;podlaskie;395961
Zadole;wieś;Opole Lubelskie;opolski;lubelskie;388665
Zadole;wieś;Skomlin;wieluński;łódzkie;714165
Zadory;wieś;Czempiń;kościański;wielkopolskie;581617
Zadowice;wieś;Godziesze Wielkie;kaliski;wielkopolskie;198315
Zadroże;wieś;Trzyciąż;olkuski;małopolskie;339968
Zadry;wieś;Miastko;bytowski;pomorskie;748218
Zaduszniki;wieś;Wielgie;lipnowski;kujawsko-pomorskie;871479
Zaduszniki;wieś;Padew Narodowa;mielecki;podkarpackie;803549
Zadworna;wieś;Tuliszków;turecki;wielkopolskie;298181
Zadworzany;wieś;Sokółka;sokólski;podlaskie;40778
Zadworze;wieś;Urzędów;kraśnicki;lubelskie;392738
Zadwórze;wieś;Ustrzyki Dolne;bieszczadzki;podkarpackie;361838
Zadzim;wieś;Zadzim;poddębicki;łódzkie;720929
Zagacie;wieś;Kodeń;bialski;lubelskie;14108
Zagacie;wieś;Przedbórz;radomszczański;łódzkie;549269
Zagacie;wieś;Czernichów;krakowski;małopolskie;316499
Zagacie;wieś;Koniecpol;częstochowski;śląskie;135148
Zagadki;wieś;Szczerców;bełchatowski;łódzkie;553118
Zagaj;wieś;Góra Świętej Małgorzaty;łęczycki;łódzkie;565890
Zagaj;wieś;Dobra;turecki;wielkopolskie;283156
Zagajdzie;wieś;Karczmiska;opolski;lubelskie;383018
Zagaje;wieś;Zwierzyn;strzelecko-drezdenecki;lubuskie;188713
Zagaje;wieś;Lubrza;świebodziński;lubuskie;911032
Zagaje;wieś;Iwanowice;krakowski;małopolskie;320957
Zagaje;wieś;Jędrzejów;jędrzejowski;świętokrzyskie;241028
Zagaje;wieś;Lelkowo;braniewski;warmińsko-mazurskie;151680
Zagaje Dębiańskie;wieś;Działoszyce;pińczowski;świętokrzyskie;237950
Zagaje Kikowskie;wieś;Solec-Zdrój;buski;świętokrzyskie;271325
Zagaje Książnickie;wieś;Koszyce;proszowicki;małopolskie;245078
Zagaje Smrokowskie;wieś;Słomniki;krakowski;małopolskie;336639
Zagaje Stradowskie;wieś;Czarnocin;kazimierski;świętokrzyskie;236257
Zagajew;wieś;Warta;sieradzki;łódzkie;716187
Zagajewice;wieś;Dąbrowa Biskupia;inowrocławski;kujawsko-pomorskie;84072
Zagajewice;wieś;Osięciny;radziejowski;kujawsko-pomorskie;867259
Zagajewiczki;wieś;Dąbrowa Biskupia;inowrocławski;kujawsko-pomorskie;83931
Zagajnik;wieś;Nowogrodziec;bolesławiecki;dolnośląskie;191603
Zagajów;wieś;Solec-Zdrój;buski;świętokrzyskie;271331
Zagajów;wieś;Czarnocin;kazimierski;świętokrzyskie;236263
Zagajów;wieś;Michałów;pińczowski;świętokrzyskie;250955
Zagajówek;wieś;Michałów;pińczowski;świętokrzyskie;250984
Zagłoba;wieś;Wilków;opolski;lubelskie;393583
Zagłoba;wieś;Stryków;zgierski;łódzkie;416380
Zagłówki;wieś;Zelów;bełchatowski;łódzkie;557518
Zagnańsk;wieś;Zagnańsk;kielecki;świętokrzyskie;280175
Zagony;wieś;Tuchomie;bytowski;pomorskie;746260
Zagony;wieś;Lubomino;lidzbarski;warmińsko-mazurskie;480780
Zagorzany;wieś;Słaboszów;miechowski;małopolskie;268777
Zagorzyce;wieś;Radziejów;radziejowski;kujawsko-pomorskie;868247
Zagorzyce;wieś;Miechów;miechowski;małopolskie;251995
Zagorzyce;wieś;Sędziszów Małopolski;ropczycko-sędziszowski;podkarpackie;661210
Zagorzyce;wieś;Pińczów;pińczowski;świętokrzyskie;263768
Zagorzyce;wieś;Bogoria;staszowski;świętokrzyskie;788755
Zagorzyn;wieś;Łącko;nowosądecki;małopolskie;447190
Zagorzyn;wieś;Blizanów;kaliski;wielkopolskie;194292
Zagościniec;wieś;Wołomin;wołomiński;mazowieckie;10330
Zagozd;wieś;Drawsko Pomorskie;drawski;zachodniopomorskie;305828
Zagoździe;wieś;Stanin;łukowski;lubelskie;689869
Zagóra;wieś;Brąszewice;sieradzki;łódzkie;699365
Zagórce;wieś;Maszewo;goleniowski;zachodniopomorskie;779147
Zagórcze;wieś;Brąszewice;sieradzki;łódzkie;699371
Zagórcze;wieś;Gryfice;gryficki;zachodniopomorskie;776166
Zagórki;wieś;Pęczniew;poddębicki;łódzkie;710227
Zagórki;wieś;Kobylnica;słupski;pomorskie;745556
Zagórki;wieś;Drawsko Pomorskie;drawski;zachodniopomorskie;305811
Zagórna;wieś;Brzeziny;kaliski;wielkopolskie;195162
Zagórnik;wieś;Dubienka;chełmski;lubelskie;103355
Zagórnik;wieś;Andrychów;wadowicki;małopolskie;46048
Zagórowa;wieś;Trzyciąż;olkuski;małopolskie;340061
Zagórów;miasto;Zagórów;słupecki;wielkopolskie;949431
Zagóry;wieś;Czerniewice;tomaszowski;łódzkie;537639
Zagórz;miasto;Zagórz;sanocki;podkarpackie;953881
Zagórzany;wieś;Gorlice;gorlicki;małopolskie;425952
Zagórzany;wieś;Gdów;wielicki;małopolskie;318794
Zagórzany;wieś;Solec-Zdrój;buski;świętokrzyskie;271383
Zagórze;wieś;Bełżyce;lubelski;lubelskie;378827
Zagórze;wieś;Cyców;łęczyński;lubelskie;102309
Zagórze;wieś;Drezdenko;strzelecko-drezdenecki;lubuskie;181645
Zagórze;wieś;Lubrza;świebodziński;lubuskie;911049
Zagórze;wieś;Czerwieńsk;zielonogórski;lubuskie;908952
Zagórze;wieś;Gidle;radomszczański;łódzkie;131771
Zagórze;wieś;Wielgomłyny;radomszczański;łódzkie;555235
Zagórze;wieś;Rawa Mazowiecka;rawski;łódzkie;736072
Zagórze;wieś;Słupia;skierniewicki;łódzkie;738071
Zagórze;wieś;Sokolniki;wieruszowski;łódzkie;208730
Zagórze;wieś;Babice;chrzanowski;małopolskie;212067
Zagórze;wieś;Mucharz;wadowicki;małopolskie;63294
Zagórze;wieś;Niepołomice;wielicki;małopolskie;329384
Zagórze;wieś;Halinów;miński;mazowieckie;2944
Zagórze;wieś;Wieniawa;przysuski;mazowieckie;640930
Zagórze;wieś;Jodłowa;dębicki;podkarpackie;821665
Zagórze;wieś;Jawornik Polski;przeworski;podkarpackie;604175
Zagórze;wieś;Korycin;sokólski;podlaskie;32537
Zagórze;wieś;Janów;częstochowski;śląskie;133617
Zagórze;wieś;Niegowa;myszkowski;śląskie;139399
Zagórze;wieś;Nagłowice;jędrzejowski;świętokrzyskie;255102
Zagórze;wieś;Piekoszów;kielecki;świętokrzyskie;261491
Zagórze;wieś;Działoszyce;pińczowski;świętokrzyskie;237972
Zagórze;wieś;Bliżyn;skarżyski;świętokrzyskie;229085
Zagórze;wieś;Łączna;skarżyski;świętokrzyskie;274482
Zagórze;wieś;Białogard;białogardzki;zachodniopomorskie;302860
Zagórze;wieś;Wolin;kamieński;zachodniopomorskie;786160
Zagórze Śląskie;wieś;Walim;wałbrzyski;dolnośląskie;856480
Zagórzyca;wieś;Damnica;słupski;pomorskie;743528
Zagórzyce;wieś;Wołów;wołowski;dolnośląskie;883620
Zagórzyce;wieś;Poddębice;poddębicki;łódzkie;711445
Zagórzyce;wieś;Kazimierza Wielka;kazimierski;świętokrzyskie;242430
Zagórzyce;wieś;Łobez;łobeski;zachodniopomorskie;778700
Zagórzyce Dworskie;wieś;Michałowice;krakowski;małopolskie;326411
Zagórzyce Stare;wieś;Michałowice;krakowski;małopolskie;326322
Zagórzyczki;wieś;Damnica;słupski;pomorskie;743534
Zagórzyn;wieś;Darłowo;sławieński;zachodniopomorskie;305627
Zagóźdź;wieś;Baranów;puławski;lubelskie;378454
Zagroba;wieś;Bielsk;płocki;mazowieckie;560124
Zagroble;wieś;Turobin;biłgorajski;lubelskie;903239
Zagroby;wieś;Żychlin;kutnowski;łódzkie;580606
Zagroby;wieś;Magnuszew;kozienicki;mazowieckie;629063
Zagroby;wieś;Śniadowo;łomżyński;podlaskie;408764
Zagroby-Łętownica;wieś;Zambrów;zambrowski;podlaskie;411401
Zagroby-Zakrzewo;wieś;Zambrów;zambrowski;podlaskie;411418
Zagroda;wieś;Chełm;chełmski;lubelskie;101793
Zagroda;wieś;Siennica Różana;krasnostawski;lubelskie;108200
Zagrodniki;wieś;Rusiec;bełchatowski;łódzkie;711675
Zagrodniki;wieś;Łochów;węgrowski;mazowieckie;679285
Zagrodno;wieś;Zagrodno;złotoryjski;dolnośląskie;368480
Zagrody;wieś;Goraj;biłgorajski;lubelskie;888037
Zagrody;wieś;Rejowiec;chełmski;lubelskie;105779
Zagrody;wieś;Garbów;lubelski;lubelskie;380971
Zagrody;wieś;Żyrzyn;puławski;lubelskie;394476
Zagrody;wieś;Gnojno;buski;świętokrzyskie;238670
Zagrody;wieś;Sitkówka-Nowiny;kielecki;świętokrzyskie;267520
Zagrody;wieś;Wilczyce;sandomierski;świętokrzyskie;809760
Zagrody;wieś;Staszów;staszowski;świętokrzyskie;807725
Zagrody;wieś;Sławoborze;świdwiński;zachodniopomorskie;311964
Zagrody Łukówieckie;wieś;Firlej;lubartowski;lubelskie;380793
Zagródki;wieś;Żórawina;wrocławski;dolnośląskie;884536
Zagródki;wieś;Potok Górny;biłgorajski;lubelskie;896516
Zagruszany;wieś;Zabłudów;białostocki;podlaskie;44954
Zaguźnica;wieś;Grodziec;koniński;wielkopolskie;285008
Zagwiździe;wieś;Murów;opolski;opolskie;499399
Zahajki;wieś;Drelów;bialski;lubelskie;11937
Zahajki;wieś;Wyryki;włodawski;lubelskie;110970
Zahoczewie;wieś;Baligród;leski;podkarpackie;344538
Zahorów;wieś;Piszczac;bialski;lubelskie;17331
Zahutyń;wieś;Zagórz;sanocki;podkarpackie;362803
Zając;wieś;Liw;węgrowski;mazowieckie;678239
Zajączek;wieś;Lipinki Łużyckie;żarski;lubuskie;910854
Zajączek;wieś;Skórcz;starogardzki;pomorskie;172126
Zajączki;wieś;Juchnowiec Kościelny;białostocki;podlaskie;31615
Zajączki;wieś;Brzeziny;kaliski;wielkopolskie;195179
Zajączki;wieś;Ostrzeszów;ostrzeszowski;wielkopolskie;206635
Zajączki Bankowe;wieś;Godziesze Wielkie;kaliski;wielkopolskie;198338
Zajączki Drugie;wieś;Krzepice;kłobucki;śląskie;137199
Zajączki Pierwsze;wieś;Krzepice;kłobucki;śląskie;137265
Zajączkowice;wieś;Waśniów;ostrowiecki;świętokrzyskie;276564
Zajączkowo;wieś;Chełmża;toruński;kujawsko-pomorskie;842242
Zajączkowo;wieś;Bakałarzewo;suwalski;podlaskie;753521
Zajączkowo;wieś;Kobylnica;słupski;pomorskie;745579
Zajączkowo;wieś;Tczew;tczewski;pomorskie;175998
Zajączkowo;wieś;Milejewo;elbląski;warmińsko-mazurskie;152632
Zajączkowo;wieś;Grodziczno;nowomiejski;warmińsko-mazurskie;844123
Zajączkowo;wieś;Pniewy;szamotulski;wielkopolskie;592851
Zajączkowo;wieś;Połczyn-Zdrój;świdwiński;zachodniopomorskie;310203
Zajączkowo-Folwark;wieś;Bakałarzewo;suwalski;podlaskie;753538
Zajączków;wieś;Oborniki Śląskie;trzebnicki;dolnośląskie;878850
Zajączków;wieś;Opole Lubelskie;opolski;lubelskie;388671
Zajączków;wieś;Mniszków;opoczyński;łódzkie;546325
Zajączków;wieś;Chotcza;lipski;mazowieckie;616400
Zajączków;wieś;Piekoszów;kielecki;świętokrzyskie;261953
Zajączkówko;wieś;Połczyn-Zdrój;świdwiński;zachodniopomorskie;310261
Zajdy;wieś;Olecko;olecki;warmińsko-mazurskie;763672
Zajezierce;wieś;Zabłudów;białostocki;podlaskie;44960
Zajezierze;wieś;Gniewkowo;inowrocławski;kujawsko-pomorskie;85657
Zajezierze;wieś;Sieciechów;kozienicki;mazowieckie;636169
Zajezierze;wieś;Sztum;sztumski;pomorskie;158824
Zajezierze;wieś;Małdyty;ostródzki;warmińsko-mazurskie;481608
Zajezierze;wieś;Łobez;łobeski;zachodniopomorskie;778722
Zajeziorze;wieś;Kikół;lipnowski;kujawsko-pomorskie;863729
Zajeziorze;wieś;Skępe;lipnowski;kujawsko-pomorskie;869502
Zajeziorze;wieś;Samborzec;sandomierski;świętokrzyskie;807168
Zajęczniki;wieś;Drohiczyn;siemiatycki;podlaskie;27849
Zajki;wieś;Trzcianne;moniecki;podlaskie;409108
Zajma;wieś;Michałowo;białostocki;podlaskie;34855
Zakale;wieś;Korycin;sokólski;podlaskie;32543
Zakalew;wieś;Kock;lubartowski;lubelskie;383403
Zakalinki;wieś;Konstantynów;bialski;lubelskie;14522
Zakalinki-Kolonia;wieś;Konstantynów;bialski;lubelskie;14539
Zakanale;wieś;Konstantynów;bialski;lubelskie;14545
Zakanale;wieś;Brody;starachowicki;świętokrzyskie;230958
Zakącie;wieś;Borzechów;lubelski;lubelskie;379413
Zakącie;wieś;Garwolin;garwoliński;mazowieckie;671540
Zakęcie;wieś;Otyń;nowosolski;lubuskie;912830
Zakępie;wieś;Adamów;łukowski;lubelskie;668175
Zakliczewo;wieś;Szelków;makowski;mazowieckie;521408
Zakliczyn;wieś;Siepraw;myślenicki;małopolskie;333990
Zakliczyn;miasto;Zakliczyn;tarnowski;małopolskie;837436
Zaklików;miasto;Zaklików;stalowowolski;podkarpackie;810615
Zakłodzie;wieś;Radecznica;zamojski;lubelskie;897533
Zakobiel;wieś;Nowe Miasto;płoński;mazowieckie;121028
Zakocie;wieś;Przasnysz;przasnyski;mazowieckie;518286
Zakole-Wiktorowo;wieś;Mińsk Mazowiecki;miński;mazowieckie;682028
Zakopane;miasto;Zakopane;tatrzański;małopolskie;963773
Zakościele;wieś;Drzewica;opoczyński;łódzkie;618444
Zakościele;wieś;Inowłódz;tomaszowski;łódzkie;541055
Zakościelne;wieś;Urzędów;kraśnicki;lubelskie;392750
Zakręcie;wieś;Krasnystaw;krasnostawski;lubelskie;104484
Zakręt;wieś;Wiązowna;otwocki;mazowieckie;10151
Zakręt;wieś;Pułtusk;pułtuski;mazowieckie;123300
Zakręta;wieś;Piotrków Kujawski;radziejowski;kujawsko-pomorskie;867822
Zakręty;wieś;Izbica Kujawska;włocławski;kujawsko-pomorskie;863327
Zakrocz;wieś;Rypin;rypiński;kujawsko-pomorskie;869241
Zakroczym;miasto;Zakroczym;nowodworski;mazowieckie;921869
Zakrucze;wieś;Małogoszcz;jędrzejowski;świętokrzyskie;249580
Zakrze;wieś;Łosice;łosicki;mazowieckie;15674
Zakrzew;wieś;Zakrzew;lubelski;lubelskie;905920
Zakrzew;wieś;Ulan-Majorat;radzyński;lubelskie;21611
Zakrzew;wieś;Bielawy;łowicki;łódzkie;725000
Zakrzew;wieś;Poddębice;poddębicki;łódzkie;710983
Zakrzew;wieś;Kodrąb;radomszczański;łódzkie;543700
Zakrzew;wieś;Biała Rawska;rawski;łódzkie;724005
Zakrzew;wieś;Warta;sieradzki;łódzkie;716218
Zakrzew;wieś;Wilga;garwoliński;mazowieckie;694362
Zakrzew;wieś;Grabów nad Pilicą;kozienicki;mazowieckie;622084
Zakrzew;wieś;Zakrzew;radomski;mazowieckie;642678
Zakrzew;wieś;Nowa Sucha;sochaczewski;mazowieckie;734110
Zakrzew;wieś;Korytnica;węgrowski;mazowieckie;675838
Zakrzew;wieś;Jarocin;jarociński;wielkopolskie;199591
Zakrzewek;wieś;Więcbork;sępoleński;kujawsko-pomorskie;100109
Zakrzewek;wieś;Choceń;włocławski;kujawsko-pomorskie;860547
Zakrzewek;wieś;Ostrów Mazowiecka;ostrowski;mazowieckie;517223
Zakrzewek;wieś;Sompolno;koniński;wielkopolskie;295870
Zakrzewek;wieś;Wierzbinek;koniński;wielkopolskie;299921
Zakrzewice;wieś;Książ Wielkopolski;śremski;wielkopolskie;587502
Zakrzewiec;wieś;Braniewo;braniewski;warmińsko-mazurskie;148814
Zakrzewko;wieś;Łysomice;toruński;kujawsko-pomorskie;847044
Zakrzewko;wieś;Gozdowo;sierpecki;mazowieckie;565452
Zakrzewko;wieś;Kozłowo;nidzicki;warmińsko-mazurskie;479592
Zakrzewko;wieś;Zbąszyń;nowotomyski;wielkopolskie;917276
Zakrzewko;wieś;Duszniki;szamotulski;wielkopolskie;583332
Zakrzew-Kolonia;wieś;Zakrzew;radomski;mazowieckie;642684
Zakrzewo;wieś;Prusice;trzebnicki;dolnośląskie;880024
Zakrzewo;wieś;Waganiec;aleksandrowski;kujawsko-pomorskie;870907
Zakrzewo;wieś;Zakrzewo;aleksandrowski;kujawsko-pomorskie;872243
Zakrzewo;wieś;Stolno;chełmiński;kujawsko-pomorskie;849072
Zakrzewo;wieś;Radzyń Chełmiński;grudziądzki;kujawsko-pomorskie;848807
Zakrzewo;wieś;Wielgie;lipnowski;kujawsko-pomorskie;871491
